player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Troy Jones,17174,QB,W KENTUCKY,1,50.0,4,4,7.3,1.8,0,0,0.0,50.0,2,0,0,0.0,4,0,0,346,71.7,43.5,26.5,64.8,0,0,4,0,,56.3,0.0,0,0,0,0,0,2,50.0,11,2.8
Chris Johnson,38519,QB,BAYLOR,2,100.0,4,4,5.5,1.93,0,0,0.0,100.0,4,0,0,0.0,4,0,0,118,20.1,53.3,42.6,60.9,0,0,4,1,,113.5,0.0,0,0,0,0,0,1,25.0,45,11.3
Jason Stewart,38678,QB,MEMPHIS,1,66.7,3,4,16.7,3.48,0,0,0.0,50.0,2,0,2,0.0,4,0,1,218,73.7,51.9,29.5,61.9,0,0,4,1,0.0,121.9,0.0,0,0,0,1,1,1,25.0,37,9.3
Matt Alviti,44954,QB,NWESTERN,3,50.0,4,4,4.8,3.14,0,0,0.0,50.0,2,0,4,0.0,5,0,0,256,25.8,29.2,34.9,43.2,0,0,5,0,25.0,56.3,20.0,1,0,0,0,0,1,20.0,0,0.0
William Crest Jr.,45917,QB,W VIRGINIA,1,75.0,4,4,-1.5,1.72,0,0,0.0,75.0,3,0,1,0.0,5,0,0,343,68.9,86.0,55.6,84.0,0,0,5,0,100.0,77.1,20.0,1,0,0,0,0,0,0.0,7,1.8
Brenden Motley,44983,QB,VA TECH,2,50.0,2,3,22.5,3.63,0,0,0.0,33.3,1,0,2,0.0,4,0,0,337,27.7,55.0,58.5,56.3,0,0,4,0,50.0,53.5,25.0,1,0,0,1,0,0,0.0,17,5.7
Ben McLane,16355,QB,GA STATE,1,66.7,3,3,13.0,2.67,0,1,33.3,66.7,2,0,1,0.0,3,0,0,175,64.8,48.2,49.3,57.5,0,1,3,0,0.0,68.1,0.0,0,0,0,0,0,1,33.3,36,12.0
Kelvin White,20028,TE,ARMY,3,33.3,3,3,50.3,5.2,0,0,0.0,0.0,0,0,1,100.0,3,1,0,114,67.1,67.2,52.4,,0,0,3,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Michael Colosimo,16046,QB,CINCINNATI,2,66.7,3,3,9.7,3.0,0,0,0.0,66.7,2,0,1,0.0,3,0,0,138,67.7,62.8,61.0,60.8,0,0,3,0,0.0,70.1,0.0,0,0,0,0,0,0,0.0,8,2.7
Bart Houston,12349,QB,WISCONSIN,2,100.0,3,3,9.0,2.9,0,1,33.3,33.3,1,0,1,66.7,4,2,0,349,25.2,61.0,80.3,46.4,0,0,4,0,0.0,81.9,0.0,0,1,0,0,1,0,0.0,6,2.0
Brandon Cox,46480,QB,UTAH,1,100.0,3,3,-0.7,1.9,0,0,0.0,100.0,3,0,1,0.0,3,0,0,328,67.7,74.4,63.9,68.3,0,0,3,0,0.0,88.9,0.0,0,0,0,0,0,0,0.0,16,5.3
Dalton Sturm,46488,QB,UTSA,1,100.0,3,3,5.0,2.8,0,0,0.0,100.0,3,0,1,0.0,4,0,0,331,65.2,78.0,74.4,64.8,0,0,4,0,0.0,158.3,0.0,0,1,0,0,1,0,0.0,59,19.7
Thomas Sperbeck,47487,WR,BOISE ST,2,100.0,2,3,3.5,3.57,0,0,0.0,66.7,2,0,2,0.0,3,0,0,120,73.6,79.0,72.3,71.0,0,0,3,0,0.0,143.1,0.0,0,0,0,1,1,0,0.0,33,11.0
Deshon Foxx,10160,WR,UCONN,4,33.3,3,3,10.7,3.25,0,0,0.0,33.3,1,0,1,0.0,4,0,0,146,29.7,56.8,54.9,57.8,0,0,4,0,0.0,42.4,0.0,0,1,0,0,0,0,0.0,4,1.3
Brent Stockstill,29288,QB,MIDDLE TN,1,100.0,3,3,13.0,1.9,0,0,0.0,66.7,2,0,0,33.3,3,1,1,224,5.4,27.5,58.2,26.4,0,1,4,0,,70.1,0.0,0,0,0,0,0,0,0.0,41,13.7
Joey Iosefa,9664,HB,HAWAII,4,66.7,3,3,22.3,3.45,0,0,0.0,66.7,2,0,1,0.0,4,0,0,180,70.6,65.3,71.2,60.8,0,0,4,1,0.0,125.0,0.0,0,1,0,0,1,0,0.0,20,6.7
Bill Belton,13371,HB,PENN STATE,3,0.0,3,3,10.7,2.77,0,0,0.0,0.0,0,0,1,,3,0,0,266,89.0,62.0,35.3,60.5,0,0,3,0,0.0,39.6,0.0,0,0,0,0,0,1,33.3,0,0.0
Austin Hinder,14193,QB,CAL,1,33.3,3,3,11.3,2.83,0,0,0.0,33.3,1,0,0,0.0,4,0,0,130,67.9,63.4,74.7,57.9,0,0,5,1,,47.9,0.0,0,1,0,0,0,1,20.0,13,4.3
Zach Allen,38296,QB,TCU,1,100.0,2,2,-2.5,1.1,0,0,0.0,100.0,2,0,0,0.0,2,0,0,305,68.7,69.5,62.7,64.8,0,0,2,0,,102.1,0.0,0,0,0,0,0,0,0.0,17,8.5
T.J. Millweard,24446,QB,KANSAS,2,50.0,2,2,-0.5,2.0,0,0,0.0,50.0,1,0,0,0.0,2,0,0,198,61.8,55.4,54.6,,0,0,2,0,,56.3,0.0,0,0,0,0,0,0,0.0,4,2.0
Russell Bellomy,18591,QB,MICHIGAN,1,0.0,1,2,-3.0,2.0,1,0,0.0,0.0,0,0,0,,2,0,0,222,61.8,59.5,58.9,,0,0,2,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Tres Houston,17604,WR,ARK STATE,2,100.0,2,2,1.5,3.35,0,0,0.0,100.0,2,0,0,0.0,2,0,0,113,47.2,68.8,73.8,,0,0,2,5,,158.3,0.0,0,0,0,0,1,0,0.0,64,32.0
Parker Boehme,39372,QB,DUKE,1,50.0,2,2,7.5,1.77,0,0,0.0,50.0,1,0,0,0.0,3,0,0,154,66.4,60.8,59.0,60.5,0,0,3,0,,56.3,0.0,0,1,0,0,0,0,0.0,5,2.5
Josh Bordner,14153,TE,BOSTON COL,2,100.0,2,2,29.5,3.4,0,0,0.0,50.0,1,0,0,50.0,2,1,0,121,71.5,69.4,57.1,,0,0,2,1,,95.8,0.0,0,0,0,0,0,0,0.0,35,17.5
Colton Huntsman,13850,TE,AIR FORCE,2,50.0,2,2,12.5,3.2,0,0,0.0,50.0,1,0,1,0.0,2,0,0,101,70.6,66.5,57.0,70.4,0,0,2,0,0.0,95.8,0.0,0,0,0,0,0,1,50.0,41,20.5
McCoy Hill,46407,QB,BYU,1,100.0,2,2,4.5,3.52,0,0,0.0,100.0,2,0,1,0.0,5,0,0,128,70.4,60.6,83.7,51.2,0,0,5,0,0.0,118.8,0.0,0,3,0,0,0,0,0.0,27,13.5
David Olson,13486,QB,CLEMSON,1,100.0,1,2,-1.0,2.0,1,0,0.0,50.0,1,0,0,0.0,2,0,0,140,66.2,61.3,58.9,60.1,0,0,2,0,,56.3,0.0,0,0,0,0,0,0,0.0,-1,-0.5
Perry Orth,46435,QB,S CAROLINA,1,0.0,1,2,5.0,3.17,1,0,0.0,0.0,0,0,1,,3,0,0,289,62.7,31.4,30.0,,0,0,3,0,100.0,39.6,33.3,1,0,0,0,0,1,33.3,0,0.0
Nelson Spruce,11199,WR,COLORADO,2,100.0,2,2,3.5,4.05,0,0,0.0,100.0,2,0,0,0.0,2,0,1,143,77.5,77.4,73.8,58.9,0,0,2,0,,135.4,0.0,0,0,0,0,1,0,0.0,14,7.0
Durron Neal,11023,WR,OKLAHOMA,2,50.0,2,2,14.0,3.35,0,0,0.0,50.0,1,0,2,0.0,2,0,0,261,73.6,64.3,35.0,71.3,0,1,2,1,0.0,56.3,0.0,0,0,0,0,1,1,50.0,4,2.0
Nick Vigil,10721,LB,UTAH ST,1,100.0,2,2,-5.0,0.5,0,0,0.0,100.0,2,0,0,0.0,2,0,0,329,79.5,72.6,62.6,69.9,0,0,2,1,,93.8,0.0,0,0,0,0,0,0,0.0,13,6.5
David Porter Jr.,10149,WR,TCU,2,50.0,2,2,-1.0,3.0,0,0,0.0,50.0,1,0,0,0.0,2,0,0,305,38.6,62.6,28.6,,0,0,2,0,,135.4,0.0,0,0,0,0,1,1,50.0,55,27.5
Matthew Miller,9788,WR,BOISE ST,2,50.0,2,2,17.5,3.05,0,0,0.0,50.0,1,0,1,0.0,2,0,0,120,71.7,79.3,90.8,,0,0,2,1,0.0,97.9,0.0,0,0,0,0,1,0,0.0,7,3.5
Bernard Davis,47836,WR,UMASS,2,100.0,2,2,9.0,4.15,0,0,0.0,100.0,2,0,1,0.0,2,0,0,216,64.2,56.4,72.2,,0,0,2,0,0.0,104.2,0.0,0,0,0,0,0,0,0.0,18,9.0
Jameon Lewis,14749,WR,MISS STATE,1,100.0,1,1,-5.0,3.6,0,0,0.0,100.0,1,0,1,0.0,1,0,0,227,73.7,64.1,60.4,58.5,0,0,1,0,0.0,158.3,0.0,0,0,0,0,1,0,0.0,24,24.0
B.J. Bostic,13587,FB,GA TECH,1,100.0,1,1,6.0,2.9,0,0,0.0,100.0,1,0,0,0.0,1,0,0,176,76.4,62.4,60.4,65.3,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0
Nick Holley,47688,HB,KENT STATE,1,0.0,1,1,0.0,1.6,0,0,0.0,0.0,0,0,0,,1,0,0,201,67.4,63.8,56.8,62.8,0,0,1,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jalen Fitzpatrick,38874,WR,TEMPLE,1,100.0,1,1,11.0,4.2,0,0,0.0,100.0,1,0,1,0.0,1,0,0,306,30.8,69.3,74.3,54.0,0,0,1,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0
Noah Copeland,14877,HB,NAVY,1,100.0,1,1,17.0,3.4,0,1,100.0,0.0,0,1,0,100.0,1,1,0,237,76.2,66.2,85.9,64.0,0,0,1,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Ronald Butler,15360,WR,UTAH ST,1,100.0,1,1,0.0,2.0,0,0,0.0,100.0,1,1,0,0.0,1,0,0,329,74.0,67.8,60.6,51.7,0,0,1,4,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0
Nate Boudreau,22940,QB,INDIANA,2,,0,1,,3.0,1,0,0.0,0.0,0,0,2,,2,0,0,190,61.8,55.9,55.4,60.0,0,0,2,0,50.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Jack Williams,22643,QB,KENT STATE,1,,0,1,,3.9,1,0,0.0,0.0,0,0,1,,1,0,0,201,60.3,59.7,60.0,,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Kenzee Jackson,12586,WR,LA MONROE,1,100.0,1,1,4.0,3.5,0,0,0.0,100.0,1,0,0,0.0,1,0,0,209,25.7,65.3,60.4,,0,0,1,3,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0
Tim DiGiorgio,12486,QB,TEMPLE,1,0.0,1,1,17.0,3.7,0,0,0.0,0.0,0,0,1,,1,0,0,306,60.3,37.1,35.6,,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
Miles Gooch,15506,WR,VIRGINIA,1,100.0,1,1,10.0,3.4,0,0,0.0,100.0,1,0,0,0.0,1,0,0,335,28.5,73.1,73.1,,0,0,1,3,,118.8,0.0,0,0,0,0,0,0,0.0,23,23.0
Johnny Stanton,46441,QB,NEBRASKA,1,100.0,1,1,2.0,2.5,0,0,0.0,100.0,1,0,0,0.0,1,0,0,238,60.3,62.6,60.4,,0,0,1,0,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0
Lynquez Blair,12383,WR,GA STATE,1,,0,1,,6.3,0,0,0.0,0.0,0,0,1,,1,0,1,175,74.1,70.9,60.0,,0,0,1,5,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Jake Howton,15953,WR,S ALABAMA,1,100.0,1,1,0.0,3.5,0,0,0.0,100.0,1,0,0,0.0,1,0,0,288,60.3,49.6,60.4,,0,0,1,0,,158.3,0.0,0,0,0,0,1,0,0.0,28,28.0
Jeremy Liggins,12263,TE,OLE MISS,1,0.0,1,1,30.0,2.8,0,0,0.0,0.0,0,0,0,,1,0,0,226,77.2,63.8,50.1,68.3,0,0,1,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Brad Kragthorpe,37904,QB,LSU,1,100.0,1,1,-2.0,2.5,0,0,0.0,100.0,1,0,0,0.0,1,0,0,211,63.7,63.4,61.0,60.0,0,0,1,0,,112.5,0.0,0,0,0,0,0,0,0.0,11,11.0
Jordan Johnson,12146,HB,BUFFALO,1,100.0,1,1,9.0,1.8,0,0,0.0,100.0,1,0,0,0.0,1,0,0,126,85.3,72.8,71.5,71.9,0,0,1,0,,158.3,0.0,0,0,0,0,1,0,0.0,33,33.0
Marcus Kemp,12137,WR,HAWAII,1,0.0,1,1,7.0,4.4,0,0,0.0,0.0,0,0,1,,1,0,0,180,74.4,61.8,45.7,,0,0,1,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Cameron Thomas,30774,QB,W MICHIGAN,1,100.0,1,1,-2.0,2.5,0,0,0.0,100.0,1,0,1,0.0,2,0,0,347,23.7,46.4,58.9,49.3,0,0,2,0,100.0,79.2,50.0,1,0,0,0,0,0,0.0,3,3.0
Josh Grady,16418,WR,VANDERBILT,1,0.0,1,1,31.0,9.9,0,0,0.0,0.0,0,0,1,,1,0,0,333,60.3,60.1,75.7,,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Elijah McGuire,11943,HB,LA LAFAYET,1,100.0,1,1,36.0,3.5,0,1,100.0,0.0,0,0,1,100.0,1,1,0,207,90.2,84.3,92.5,78.2,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Parker Adamson,30339,QB,SO MISS,1,0.0,1,1,19.0,2.4,0,0,0.0,0.0,0,0,0,,1,0,0,296,60.3,57.3,56.6,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Kevin Sousa,16463,QB,WAKE,1,0.0,1,1,8.0,3.6,0,0,0.0,0.0,0,0,0,,1,0,0,339,69.7,50.9,54.7,55.3,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Donnel Pumphrey,11887,HB,S DIEGO ST,1,100.0,1,1,26.0,3.7,0,0,0.0,0.0,0,0,1,100.0,1,1,0,284,74.9,73.5,58.4,73.6,0,0,1,3,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Zay Jones,11792,WR,E CAROLINA,1,100.0,1,1,-3.0,2.6,0,0,0.0,100.0,1,0,0,0.0,1,0,0,156,75.6,65.5,60.4,,0,0,1,3,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0
Terrell Johnson,16703,WR,BOISE ST,1,0.0,1,1,29.0,4.3,0,0,0.0,0.0,0,0,0,,1,0,0,120,60.3,56.3,58.4,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Chris Kearney,16728,WR,S JOSE ST,1,0.0,1,1,32.0,3.4,0,0,0.0,0.0,0,0,1,,1,0,0,285,66.4,63.2,50.1,,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Corey Davis,11760,WR,W MICHIGAN,1,100.0,1,1,1.0,3.3,0,0,0.0,100.0,1,1,1,0.0,1,0,0,347,75.3,91.1,60.4,,0,0,1,3,0.0,118.8,0.0,0,0,0,0,0,0,0.0,18,18.0
Eddie Printz,29155,QB,MISSOURI,1,100.0,1,1,-5.0,3.4,0,0,0.0,0.0,0,0,1,100.0,1,1,0,229,60.3,62.5,61.0,,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Will Worth,46498,QB,NAVY,1,0.0,1,1,5.0,2.8,0,0,0.0,0.0,0,0,1,,1,0,0,237,69.7,41.8,42.5,63.6,0,1,1,0,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
J.J. Worton,11404,WR,UCF,1,0.0,1,1,19.0,4.4,0,0,0.0,0.0,0,0,0,,1,0,0,323,72.6,68.0,57.7,,0,0,1,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jaydon Mickens,11371,WR,WASHINGTON,1,0.0,1,1,11.0,4.7,0,0,0.0,0.0,0,0,0,,1,0,0,340,62.9,66.7,56.6,59.0,0,0,1,3,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jalin Marshall,11259,WR,OHIO STATE,1,0.0,1,1,28.0,2.5,0,0,0.0,0.0,0,0,0,,1,0,0,260,49.0,66.9,50.4,70.2,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Ryan Burbrink,17092,WR,BOWL GREEN,2,,0,1,,3.6,1,0,0.0,0.0,0,0,1,,2,0,0,122,74.2,68.0,60.0,57.0,0,0,2,0,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
D.J. Foster,11214,HB,ARIZONA ST,1,100.0,1,1,-4.0,0.7,0,0,0.0,100.0,1,0,0,0.0,1,0,0,110,68.2,69.2,60.4,63.1,0,0,1,1,,79.2,0.0,0,0,0,0,0,0,0.0,-3,-3.0
Gabe Myles,47881,WR,MISS STATE,2,100.0,1,1,10.0,5.55,0,0,0.0,100.0,1,0,1,0.0,2,0,0,227,72.0,63.6,72.6,57.4,0,0,2,0,0.0,112.5,0.0,0,1,0,0,0,0,0.0,11,11.0
Quinshad Davis,11131,WR,N CAROLINA,1,100.0,1,1,26.0,4.0,0,0,0.0,100.0,1,0,0,0.0,1,0,0,245,39.3,75.4,76.2,,0,0,1,1,,158.3,0.0,0,0,0,0,1,0,0.0,23,23.0
Tra Carson,11104,HB,TEXAS A&M,1,0.0,1,1,-4.0,4.0,0,0,0.0,0.0,0,0,0,,1,0,0,312,87.3,64.1,57.7,66.4,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Brandon Cox,28002,WR,ARK STATE,1,0.0,1,1,31.0,3.3,0,0,0.0,0.0,0,1,1,,1,0,0,113,73.5,56.4,49.9,63.6,0,0,1,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Andrew Scanlan,48025,WR,NWESTERN,2,0.0,1,1,23.0,4.0,0,0,0.0,0.0,0,0,1,,1,0,0,256,64.2,58.0,48.3,,0,0,2,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Marken Michel,10980,WR,UMASS,1,0.0,1,1,10.0,3.0,0,0,0.0,0.0,0,0,0,,1,0,0,216,49.3,59.4,54.8,66.1,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Damon Mitchell,27911,QB,ARKANSAS,1,0.0,1,1,32.0,5.0,0,0,0.0,0.0,0,0,2,,2,0,0,111,69.6,66.8,37.1,72.7,0,0,2,0,0.0,39.6,0.0,0,1,0,0,0,1,50.0,0,0.0
Jonathan Wallace,17820,QB,AUBURN,1,100.0,1,1,-8.0,3.3,0,0,0.0,100.0,1,0,0,0.0,1,0,0,115,62.4,59.4,61.0,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0
Devin Fuller,10872,WR,UCLA,1,100.0,1,1,-2.0,3.8,0,0,0.0,100.0,1,0,0,0.0,1,0,0,324,74.7,62.0,60.4,57.5,0,0,1,1,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0
Daniel Braverman,10864,WR,W MICHIGAN,1,100.0,1,1,8.0,3.1,0,0,0.0,100.0,1,0,0,0.0,1,0,0,347,77.5,79.3,60.4,66.2,0,0,1,1,,112.5,0.0,0,0,0,0,0,0,0.0,11,11.0
Jonathan Williams,10790,HB,ARKANSAS,1,100.0,1,1,16.0,2.0,0,0,0.0,0.0,0,0,0,100.0,1,1,0,111,47.9,82.1,54.8,81.6,0,0,1,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jordan Howard,10784,HB,UAB,1,100.0,1,1,-5.0,0.8,0,0,0.0,100.0,1,0,0,0.0,1,0,0,321,84.9,82.2,60.4,79.3,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0
Chase Favreau,27423,WR,S DIEGO ST,1,0.0,1,1,28.0,4.0,0,0,0.0,0.0,0,0,1,,1,0,0,284,62.4,48.3,50.8,,0,1,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0
Quinton Pedroza,18427,WR,HAWAII,1,0.0,1,1,9.0,4.1,0,0,0.0,0.0,0,0,1,,1,0,0,180,29.5,64.9,52.8,63.2,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jordan Wilkins,26618,HB,OLE MISS,1,0.0,1,1,6.0,2.5,0,0,0.0,0.0,0,0,1,,1,0,0,226,82.0,66.3,41.1,70.8,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
De'Mornay Pierson-El,48141,WR,NEBRASKA,1,100.0,1,1,16.0,4.0,0,0,0.0,100.0,1,1,0,0.0,1,0,0,238,17.4,57.7,72.6,54.9,0,0,1,1,,158.3,0.0,0,0,0,0,1,0,0.0,16,16.0
A.J. Erdely,18567,QB,MIDDLE TN,1,0.0,1,1,45.0,5.3,0,0,0.0,0.0,0,0,1,,1,0,0,224,71.2,56.9,59.3,57.9,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Tyler Boyd,10689,WR,PITTSBURGH,2,100.0,1,1,9.0,4.3,0,0,0.0,100.0,1,0,0,0.0,2,0,0,268,58.1,90.6,77.2,55.5,0,0,2,3,,118.8,0.0,0,1,0,0,0,0,0.0,29,29.0
Ryan Williams,10343,,MIAMI FL,1,100.0,1,1,25.0,3.3,0,0,0.0,0.0,0,0,0,100.0,1,1,0,220,63.7,71.6,76.2,58.0,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Conor Rhoda,26179,QB,MINNESOTA,1,0.0,1,1,14.0,3.9,0,0,0.0,0.0,0,0,0,,1,0,0,225,65.9,27.6,27.2,60.1,0,0,1,0,,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
Jarrod West,10309,WR,SYRACUSE,1,100.0,1,1,26.0,4.5,0,0,0.0,0.0,0,0,1,100.0,1,1,0,304,73.8,71.2,76.6,,0,0,1,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Deontae Cooper,19676,HB,WASHINGTON,1,100.0,1,1,-2.0,2.8,0,0,0.0,100.0,1,0,0,0.0,1,0,0,340,65.6,66.5,60.6,63.9,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0
Nacarius Fant,48276,WR,W KENTUCKY,1,100.0,1,1,25.0,3.9,0,0,0.0,100.0,1,0,0,0.0,1,0,0,346,62.4,55.5,58.4,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,25,25.0
Joe Walker,24470,TE,ARMY,1,0.0,1,1,10.0,2.6,0,0,0.0,0.0,0,0,0,,1,0,0,114,35.6,55.9,46.8,48.2,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jojo Kemp,23914,HB,KENTUCKY,2,0.0,1,1,8.0,3.9,0,0,0.0,0.0,0,0,1,,1,0,0,202,48.4,63.6,28.5,67.0,0,1,2,0,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Lloyd Mills,22079,WR,S DIEGO ST,1,100.0,1,1,-4.0,3.5,0,0,0.0,100.0,1,0,0,0.0,1,0,0,284,72.4,60.7,60.4,69.0,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0
Darius Jennings,10038,WR,VIRGINIA,2,,0,1,,6.25,0,0,0.0,0.0,0,0,2,,2,0,0,335,54.6,74.8,55.4,74.0,0,0,2,0,50.0,39.6,50.0,1,0,0,1,0,0,0.0,0,0.0
Joe Dineen,49816,HB,KANSAS,1,100.0,1,1,5.0,3.0,0,0,0.0,100.0,1,0,0,0.0,1,0,0,198,74.7,63.3,60.6,62.2,0,0,1,0,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0
Todd Stafford,47072,QB,UMASS,1,0.0,1,1,37.0,4.4,0,0,0.0,0.0,0,0,0,,1,0,0,216,60.3,49.6,49.9,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Collin Michael,22534,QB,BUFFALO,1,0.0,1,1,29.0,2.5,0,0,0.0,0.0,0,0,0,,1,0,0,126,60.3,52.1,51.9,,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Shane Tucker,23213,HB,MIDDLE TN,1,100.0,1,1,-5.0,3.1,0,0,0.0,100.0,1,0,0,0.0,1,0,0,224,47.1,75.7,60.4,68.3,0,0,1,0,,116.7,0.0,0,0,0,0,0,0,0.0,12,12.0
Garrett Johnson,47450,WR,KENTUCKY,1,100.0,1,1,-5.0,2.6,0,0,0.0,100.0,1,0,0,0.0,1,0,0,202,70.6,63.6,60.4,,0,0,1,0,,112.5,0.0,0,0,0,0,0,0,0.0,11,11.0
Drake Johnson,23121,HB,MICHIGAN,1,100.0,1,1,4.0,2.8,0,0,0.0,100.0,1,0,0,0.0,1,0,0,222,63.4,71.1,66.4,69.8,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,18,18.0
Jalen Nixon,45916,QB,LA LAFAYET,1,100.0,1,1,-4.0,0.6,0,0,0.0,100.0,1,0,0,0.0,1,0,0,207,63.7,59.8,60.6,59.5,0,0,1,0,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0
Royce Freeman,45747,HB,OREGON,1,100.0,1,1,16.0,3.3,0,0,0.0,100.0,1,0,0,0.0,1,0,0,264,86.2,79.1,72.6,78.9,0,0,1,0,,158.3,0.0,0,0,0,0,1,0,0.0,26,26.0
Jayme Taylor,45010,TE,NWESTERN,1,100.0,1,1,-7.0,3.2,0,0,0.0,100.0,1,0,0,0.0,1,0,0,256,67.3,55.0,60.4,,0,0,1,0,,158.3,0.0,0,0,0,0,1,0,0.0,17,17.0
Todd Gurley II,9443,HB,GEORGIA,1,100.0,1,1,29.0,2.5,0,0,0.0,100.0,1,0,1,0.0,1,0,0,173,89.0,84.1,76.6,83.0,0,0,1,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,50,50.0
Jared Crump,42037,WR,WAKE,1,100.0,1,1,10.0,4.3,0,0,0.0,100.0,1,0,0,0.0,1,0,0,339,72.4,60.4,72.6,63.4,0,0,1,1,,118.8,0.0,0,0,0,0,0,0,0.0,24,24.0
Ryan Burns,46394,QB,STANFORD,1,100.0,1,1,-3.0,2.9,0,0,0.0,100.0,1,0,1,0.0,3,0,0,300,12.0,40.1,58.9,48.9,0,0,3,0,100.0,118.8,33.3,1,1,0,0,0,0,0.0,13,13.0
Logan Hallock,13857,QB,APP STATE,1,0.0,1,1,27.0,3.0,0,0,0.0,0.0,0,0,2,,2,0,0,108,66.2,50.6,48.4,60.1,0,0,2,0,50.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Corey Lacanaria,47550,WR,BALL ST,1,100.0,1,1,-2.0,3.7,0,0,0.0,100.0,1,0,0,0.0,1,0,1,117,71.1,62.0,60.4,69.4,0,0,1,0,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0
Jarvis West,14353,WR,IOWA STATE,1,0.0,1,1,29.0,3.7,0,0,0.0,0.0,0,0,1,,1,0,0,193,73.7,54.4,37.5,59.4,0,1,1,0,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Aregeros Turner,47577,WR,N ILLINOIS,1,100.0,1,1,16.0,2.6,0,0,0.0,100.0,1,0,0,0.0,1,0,0,254,75.3,62.4,73.1,62.9,0,0,1,1,,118.8,0.0,0,0,0,0,0,0,0.0,18,18.0
Keiwone Malone,14696,WR,MEMPHIS,1,0.0,1,1,10.0,5.2,0,0,0.0,0.0,0,0,0,,1,0,0,218,22.3,70.2,46.8,60.2,0,0,1,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
